colum_name,mean,median,standard_deviation,variance,lower,higher
person_age,27.747869452686068,26.0,6.3604471592039005,40.455288065024966,20.0,144.0
person_income,66693.07985606969,56000.0,62430.29398247888,3897541606.7387385,4000.0,6000000.0
person_emp_length,4.785745849378196,4.0,4.089230902689586,16.721809375511484,0.0,123.0
loan_amnt,9659.211855312165,8000.0,6331.639929749207,40089664.19999454,500.0,35000.0
loan_int_rate,9.977628306293793,10.65,4.474736804239781,20.023269467218046,0.0,23.22
loan_status,0.21535887885865793,0.0,0.4110775668091822,0.16898476593375766,0.0,1.0
loan_percent_income,0.1695843065463039,0.15,0.1062555309135832,0.011290237849727434,0.0,0.83
cb_person_cred_hist_length,5.809734233949877,4.0,4.0609489527652345,16.491306396965054,2.0,30.0
